2019-09-25 11:44:13,516 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2019-09-29 09:12:25,051 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:12:25,410 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:25,535 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2019-09-29 09:12:25,551 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:25,551 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:12:25,848 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-29 09:12:25,879 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:25,926 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:12:25,926 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:25,941 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:12:26,832 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-29 09:12:26,848 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:26,879 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:12:26,879 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:26,879 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:12:27,395 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-29 09:12:27,426 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:27,442 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:12:27,442 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:27,457 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:12:27,988 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-29 09:12:28,004 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:28,082 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:12:28,098 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:12:28,098 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:17:20,617 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:17:20,626 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:17:20,627 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:17:20,631 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:17:51,090 [Worker-8] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:17:51,095 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:17:51,096 [Worker-8] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:17:51,101 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:18:06,991 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:18:06,996 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:18:06,997 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:18:07,002 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:18:26,679 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:18:26,683 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:18:26,685 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:18:26,690 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:18:37,980 [Worker-8] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:18:37,985 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:18:37,986 [Worker-8] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:18:37,991 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:20:21,425 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:20:21,431 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:20:21,432 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:20:21,440 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:20:57,949 [Worker-3] INFO  o.e.m.i.launch.MavenLaunchDelegate - E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-search-service
2019-09-29 09:20:57,950 [Worker-3] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s E:\Maven\apache-maven-3.5.3\conf\settings.xml tomcat7:run
2019-09-29 09:22:25,483 [Worker-3] INFO  o.e.m.i.launch.MavenLaunchDelegate - E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-search-web
2019-09-29 09:22:25,483 [Worker-3] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s E:\Maven\apache-maven-3.5.3\conf\settings.xml tomcat7:run
2019-09-29 09:26:45,186 [Worker-22] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:26:45,191 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:26:45,192 [Worker-22] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:26:45,196 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:45:20,235 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:20,241 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:45:20,242 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:20,247 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:45:39,143 [Worker-31] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-sellergoods-service:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-sellergoods-service\pom.xml.
2019-09-29 09:45:39,244 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-29 09:45:39,790 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-29 09:45:40,047 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:40,052 [Worker-31] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:45:40,053 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:40,057 [Worker-31] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:45:40,058 [Worker-31] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of fangxingmall-sellergoods-service
2019-09-29 09:45:40,058 [Worker-31] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for fangxingmall-sellergoods-service
2019-09-29 09:45:40,062 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:43,099 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-29 09:45:43,140 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:43,149 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:45:43,157 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:43,164 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:45:52,184 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:52,191 [Worker-31] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:45:52,192 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:52,198 [Worker-31] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:45:56,793 [Worker-26] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:56,798 [Worker-26] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:45:56,799 [Worker-26] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:45:56,803 [Worker-26] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:46:37,411 [Worker-26] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:46:37,416 [Worker-26] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:46:37,418 [Worker-26] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:46:37,422 [Worker-26] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:48:48,239 [Worker-30] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:48:48,244 [Worker-30] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:48:48,245 [Worker-30] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:48:48,249 [Worker-30] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:49:10,123 [Worker-34] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:49:10,129 [Worker-34] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:49:10,129 [Worker-34] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:49:10,133 [Worker-34] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:51:24,669 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:51:24,674 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:51:24,675 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:51:24,680 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:51:28,802 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:51:28,807 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:51:28,808 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:51:28,815 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:52:23,162 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:52:23,170 [Worker-36] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 09:52:23,171 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:52:23,178 [Worker-36] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:53:00,232 [main] INFO  o.e.m2e.actions.ExecutePomAction - Creating new launch configuration
2019-09-29 09:53:06,401 [Worker-33] INFO  o.e.m.i.launch.MavenLaunchDelegate - E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-sellergoods-service
2019-09-29 09:53:06,401 [Worker-33] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s E:\Maven\apache-maven-3.5.3\conf\settings.xml tomcat7:run
2019-09-29 09:53:49,314 [main] INFO  o.e.m2e.actions.ExecutePomAction - Using existing launch configuration
2019-09-29 09:53:49,412 [Worker-41] INFO  o.e.m.i.launch.MavenLaunchDelegate - E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-sellergoods-service
2019-09-29 09:53:49,412 [Worker-41] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s E:\Maven\apache-maven-3.5.3\conf\settings.xml tomcat7:run
2019-09-29 09:54:10,518 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-29 09:54:13,422 [main] INFO  o.e.m2e.actions.ExecutePomAction - Creating new launch configuration
2019-09-29 09:54:19,067 [Worker-37] INFO  o.e.m.i.launch.MavenLaunchDelegate - E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-content-service
2019-09-29 09:54:19,067 [Worker-37] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s E:\Maven\apache-maven-3.5.3\conf\settings.xml tomcat7:run
2019-09-29 09:54:35,381 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-29 09:54:38,155 [main] INFO  o.e.m2e.actions.ExecutePomAction - Creating new launch configuration
2019-09-29 09:54:42,776 [Worker-14] INFO  o.e.m.i.launch.MavenLaunchDelegate - E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-manager-web
2019-09-29 09:54:42,776 [Worker-14] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s E:\Maven\apache-maven-3.5.3\conf\settings.xml tomcat7:run
2019-09-29 09:59:07,523 [Worker-38] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:59:07,528 [Worker-38] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:59:07,529 [Worker-38] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:59:07,534 [Worker-38] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:59:18,442 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:59:18,448 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2019-09-29 09:59:18,451 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:59:18,455 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:59:19,516 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:59:19,521 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 09:59:19,521 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 09:59:19,526 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:00:35,416 [Worker-33] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-search-service:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-search-service\pom.xml.
2019-09-29 10:00:35,763 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:00:35,768 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:00:35,769 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:00:35,774 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:00:35,774 [Worker-33] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of fangxingmall-search-service
2019-09-29 10:00:35,774 [Worker-33] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for fangxingmall-search-service
2019-09-29 10:00:35,777 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:00:37,027 [Worker-41] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:00:37,031 [Worker-41] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 10:00:37,037 [Worker-41] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:00:37,044 [Worker-41] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:01:06,526 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:01:06,531 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 10:01:06,532 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:01:06,536 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:01:12,106 [Worker-41] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:01:12,111 [Worker-41] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 10:01:12,112 [Worker-41] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:01:12,117 [Worker-41] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:01:29,414 [Worker-37] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:01:29,419 [Worker-37] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 10:01:29,420 [Worker-37] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:01:29,425 [Worker-37] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:17:50,848 [Worker-45] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:17:50,853 [Worker-45] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:17:50,854 [Worker-45] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:17:50,859 [Worker-45] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:19:39,506 [Worker-46] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:19:39,511 [Worker-46] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:19:39,512 [Worker-46] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:19:39,516 [Worker-46] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:19:47,421 [main] INFO  o.e.m2e.actions.ExecutePomAction - Using existing launch configuration
2019-09-29 10:19:47,519 [Worker-50] INFO  o.e.m.i.launch.MavenLaunchDelegate - E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-search-service
2019-09-29 10:19:47,519 [Worker-50] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s E:\Maven\apache-maven-3.5.3\conf\settings.xml tomcat7:run
2019-09-29 10:20:56,818 [main] INFO  o.e.m2e.actions.ExecutePomAction - Using existing launch configuration
2019-09-29 10:20:56,828 [Worker-50] INFO  o.e.m.i.launch.MavenLaunchDelegate - E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-search-web
2019-09-29 10:20:56,829 [Worker-50] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s E:\Maven\apache-maven-3.5.3\conf\settings.xml tomcat7:run
2019-09-29 10:22:32,210 [Worker-52] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:22:32,214 [Worker-52] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-29 10:22:32,216 [Worker-52] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-29 10:22:32,220 [Worker-52] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-29 10:24:17,059 [Worker-50] WARN  o.e.r.models.ModelRepository - Failed to download org.eclipse.recommenders:index::zip:0.0.0
org.eclipse.aether.resolution.ArtifactResolutionException: Could not find artifact org.eclipse.recommenders:index:zip:0.0.0-SNAPSHOT in models (http://download.eclipse.org/recommenders/models/mars/)
	at org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:444) ~[na:na]
	at org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:246) ~[na:na]
	at org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:223) ~[na:na]
	at org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:294) ~[na:na]
	at org.eclipse.recommenders.models.ModelRepository.resolveInternal(ModelRepository.java:192) [org.eclipse.recommenders.models_2.3.0.v20160216-1255.jar:na]
	at org.eclipse.recommenders.models.ModelRepository.resolve(ModelRepository.java:174) [org.eclipse.recommenders.models_2.3.0.v20160216-1255.jar:na]
	at org.eclipse.recommenders.internal.models.rcp.EclipseModelRepository.resolve(EclipseModelRepository.java:165) [org.eclipse.recommenders.models.rcp_2.3.0.v20160216-1255.jar:na]
	at org.eclipse.recommenders.internal.models.rcp.DownloadModelArchiveJob.run(DownloadModelArchiveJob.java:76) [org.eclipse.recommenders.models.rcp_2.3.0.v20160216-1255.jar:na]
